Id,Name,BrandId,CollectionId,CurrentPrice,Description,Specs,Image
90,S²,8,30,Price on request,"A 2022 update to the Balancier S, refining the design with a smaller 41.5 mm convex case and cleaner dial details. The Balancier Convexe S² retains the signature inclined large balance at 6 o’clock but opts for a more open dial with modern finishing (micro-blasted and polished elements). Produced in limited editions (e.g. 88 pieces in titanium with blue accents), it represents a more streamlined, slightly more wearable evolution of Greubel Forsey’s sport line. Same 72h hand-wound movement inside, with superior finishing on display.","Movement: Manual Greubel Forsey Balancier (30° inclined large balance, 72h power reserve); Case: 41.5 mm titanium, convex shape, crown guard; Dial: Skeletonized with matte and glossy black bridges, large 12.6 mm balance at 6, power reserve at 3, hour/minute ring; Strap: Textured rubber or nylon; Water Resistance: 100 m",GFBalancierS2.png
91,(Original),8,31,Price on request,"One of Greubel Forsey’s most complex creations, the Quantième Perpétuel à Équation combines a perpetual calendar with an equation-of-time display and inclined tourbillon. Introduced at SIHH 2015, it features GF’s patented Mechanical Computer system to synchronize all calendar indications. The dial (often silvered) shows day, large date, month, leap year, and power reserve, plus hours, minutes, seconds. On the back, an extensive astronomical display shows the equation of time and seasons. Housed in a 43.5 mm gold case, it’s an ultra-complicated watch made in very small numbers (2–3 pieces per year).","Movement: Automatic Greubel Forsey QP à Équation (perpetual calendar + 24s inclined tourbillon + equation of time, 72h reserve); Case: 43.5 mm 18k white gold; Dial: Multi-tier, displays for hours, minutes, small seconds, day, big date, month, leap year, power reserve 72h; Reverse: Transparent back with equation of time scale, month, season, solstice/equinox indicators, and year; Strap: Hand-sewn alligator; Water Resistance: 30 m",GFQPEquation.png
92,",(Red Gold, “Chocolate” Dial)",8,31,Price on request,"A 2020 edition of the Greubel Forsey QP à Équation in a 5N red gold case with a rich chocolate-brown multi-level dial. This warmer-toned execution presents a different aesthetic for the QP à Équation, while maintaining the same mechanical complexity: synchronized displays for date, day, month, leap year, and equation of time, plus a 24-second tourbillon. Only a handful of these were made, each showcasing GF’s top-notch finishing (hand frosting, anglage, and black polishing) paired with the more casual elegance of a brown dial/strap combination.","Movement: Automatic Greubel Forsey Caliber QP à Équation (7th “Invention” with Mechanical Computer, inclined tourbillon, 72h); Case: 43.5 mm 5N red gold; Dial: Multi-level in chocolate brown and silver tones, apertures for day, big date, month, leap year, power reserve, sector for seconds; Strap: Brown hand-stitched leather; Water Resistance: 30 m",GFQPchocolate.png
93,“Millésime” Edition,8,31,Price on request,"A special Millésime edition of the QP à Équation introduced in 2017 (with a rhodium-plated dial). Greubel Forsey periodically releases Millésime versions as showcase pieces – this one continued the legacy of the 2015 original by adding unique finishing touches and sometimes incremental enhancements. It retains the same functionality: bi-directional perpetual calendar (easily adjustable forward/backward) with equation of time and tourbillon. Essentially a rare variant for collectors, underscoring GF’s constant drive to refine even its most complicated watches.","Movement: Automatic Greubel Forsey QP à Équation; Case: 43.5 mm precious metal (often white gold); Dial: Varied finish (e.g. rhodium-plated) with comprehensive calendar displays, inclined tourbillon visible between 7 and 8 o’clock; Strap: Black or brown alligator; Limitation: Millésime editions are extremely limited (often one per year)",GFQPMillesime.png
94,(1953 “Big Crown”),9,32,Price on request,"The original Rolex Submariner, launched 1953 – the first divers’ wristwatch waterproof to 100 m. Early references like the 6538 featured an oversized crown (no crown guards) and a black rotating bezel with 15-minute markings, setting the template for dive watches. Famously worn by James Bond (Sean Connery). Powered by a chronometer-rated automatic movement. An icon of tool watch design, now highly collectible; it established the Submariner as the archetype of dive watches.","Movement: Rolex Caliber 1030 (early automatic, COSC certified); Case: 38 mm stainless steel, no crown guards, bidirectional timing bezel; Dial: Black gloss gilt, luminous radium indices and Mercedes hands, no date; Strap: Riveted Oyster steel bracelet or NATO strap; Water Resistance: 100 m (first to achieve in 1953)",RLX6204.png
95,“Hulk” 116610LV,9,32,Price on request,"A modern classic Submariner variant featuring a green dial and green Cerachrom bezel, nicknamed the “Hulk.” Introduced in 2010 and produced until 2020, it was the first Submariner Date with a green dial (the 50th anniversary “Kermit” of 2003 had a green bezel but black dial). 40 mm stainless steel Super Case with broader lugs and a solid link bracelet. Its distinctive look and relatively limited production run have made it highly sought-after since discontinuation.","Movement: Rolex Caliber 3135 (automatic, 48h reserve, COSC); Case: 40 mm 904L stainless steel, unidirectional ceramic bezel insert (green), Triplock screw-down crown; Dial: Metallic sunburst green, white gold hands and indices with Chromalight lume, date at 3 with Cyclops lens; Bracelet: Oyster bracelet with Glidelock clasp; Water Resistance: 300 m",RLXHulk.png
96,“No Date” 124060,9,32,"13,700","The current-generation Submariner (no-date version) introduced in 2020. 41 mm Oystersteel case with slightly revised proportions (slimmer lugs) and an upgraded movement. Classic black dial and bezel. It continues the Submariner legacy as a robust professional dive watch for everyday wear. Equipped with Rolex’s latest caliber 3230 and featuring the Oyster bracelet with Glidelock extension. Official retail price around A$13,700 (2023).","Movement: Rolex Caliber 3230 (automatic, ~70h reserve, Chronergy escapement, COSC Superlative Chronometer); Case: 41 mm Oystersteel, unidirectional Cerachrom bezel (black), Triplock crown; Dial: Black, white gold applied hour markers with Chromalight lume; Bracelet: Oyster steel with Glidelock extension clasp; Water Resistance: 300 m",RLX124060.png
97,Cosmograph “Paul Newman” ref. 6239,9,33,Price on request,"The most iconic vintage Rolex Daytona, referred to as the “Paul Newman” due to the actor Paul Newman famously wearing one. Reference 6239 (produced mid-1960s) with the distinctive exotic dial: art-deco style fonts, square-tipped subdial markers, and contrasting black/cream coloration. Originally a slow seller, these now extremely rare variants became auction sensations decades later. Manual-wind chronograph movement by Valjoux. An absolute grail for collectors – one such piece (Paul Newman’s own) fetched a record price in 2017","Movement: Rolex Caliber 722 (based on Valjoux 72, 18,000 vph, 17j manual chronograph); Case: 37 mm stainless steel, pump pushers, domed acrylic crystal; Dial: “Exotic” white dial with black subdials, red outer minutes track, art-deco numerals on subdials; Strap: Vintage-style leather or Oyster bracelet; Water Resistance: 50–100 m (approx, not originally rated for deep diving)",RLX6239.png
98,ref. 16520 “Zenith”,9,33,Price on request,"The first automatic Rolex Daytona, introduced in 1988 and powered by a modified Zenith El Primero movement. Reference 16520 in stainless steel, 40 mm case. It featured a gloss black or white dial with contrasting rings and an outer seconds track. Its launch transformed the Daytona from a slow seller into a waitlisted icon. Produced until 2000, this model is highly collectible – especially early “floating” dial variants and the final series with engraved rehaut. It represents the bridge between vintage manual Daytonas and modern in-house models.","Movement: Rolex Caliber 4030 (modified Zenith El Primero, 28,800 vph reduced to 36,000, 52h reserve, COSC); Case: 40 mm stainless steel, screw-down pushers, sapphire crystal; Dial: Black or white, applied hour markers with lume, 3 subdials for 30-min, 12-hr, running seconds; Bracelet: Oyster steel bracelet; Water Resistance: 100 m",RLX16520.png
99,ref. 116500LN (Ceramic Bezel),9,33,Price on request,"The current steel Daytona model (launched 2016) featuring a black Cerachrom ceramic bezel. Reference 116500LN, 40 mm Oystersteel case. Available with white or black dial, it became one of the most in-demand luxury watches worldwide, with multi-year waitlists. Powered by Rolex’s in-house chronograph caliber 4130 with 72h power reserve. It carries on the Daytona legacy with modern upgrades (ceramic bezel for scratch resistance, Chromalight blue lume) while preserving the classic 3-subdial layout and 100 m water resistance.","Movement: Rolex Caliber 4130 (in-house automatic chronograph, vertical clutch & column wheel, 72h, COSC Superlative); Case: 40 mm Oystersteel, black Cerachrom bezel with tachymetric scale, screw-down pushers; Dial: White or black lacquer, luminous indices, 3 subdials (chronograph hours, minutes, small seconds); Bracelet: Oyster steel with Oysterlock clasp; Water Resistance: 100 m",RLX116500.png
100,“Big Jubilee” ref. 4467,9,34,Price on request,"The original Rolex Datejust, introduced in 1945 to celebrate Rolex’s 40th anniversary. Reference 4467 in 18k yellow gold, 36 mm Oyster case. It was the first wristwatch to feature a date window that automatically jumped at midnight, hence “Date-Just.” It also debuted the five-piece link Jubilee bracelet. Characterized by a coin-edge bezel (predecessor to the fluted bezel) and a champagne dial. This landmark model set the stage for one of Rolex’s most enduring and versatile designs – the Datejust, marketed as a symbol of prestige and precision.","Movement: Rolex Caliber 710 (automatic “Perpetual” with date mechanism, COSC for later versions); Case: 36 mm 18k yellow gold, coin-edge bezel, acrylic crystal; Dial: Champagne, golden applied indices, date window at 3 (initially without Cyclops magnifier, which was added in 1950s); Bracelet: Jubilee 18k gold (introduced with this model); Water Resistance: 50 m (Oyster case)",RLX4467.png
101,36 Two-Tone (ref. 16233),9,34,Price on request,"A classic example of the Datejust in its quintessential two-tone configuration. Reference 16233 (circa 1988–2004) features a 36 mm stainless steel case with 18k yellow gold fluted bezel and crown, and a steel/gold Jubilee bracelet. Typically seen with a champagne dial and bar markers. Powered by Rolex’s Caliber 3135 with quickset date. This era of Datejust was ubiquitous as a luxury status watch, combining durability with an elegant, versatile style – often considered the archetype of the modern Datejust.","Movement: Rolex Caliber 3135 (automatic, 28,800 vph, ~48h reserve, COSC); Case: 36 mm stainless steel with 18k yellow gold fluted bezel, sapphire crystal; Dial: Champagne or other options, applied indices or Roman numerals, date at 3 with Cyclops magnifier; Bracelet: Two-tone Jubilee (SS and 18k gold center links); Water Resistance: 100 m",RLX16233.png
102,Datejust 41 (ref. 126334),9,34,Price on request,"A contemporary Datejust in the larger 41 mm size, introduced with the Datejust II (2009) and refined as Datejust 41 in 2016. Reference 126334 is a popular configuration: stainless steel case with 18k white gold fluted bezel (Rolex calls this White Rolesor), on an Oyster or Jubilee bracelet. Often paired with a blue or silver sunray dial. Houses the modern Caliber 3235 with 70h power and Chronergy escapement. This model retains the Datejust’s classic looks while offering an updated size and movement for modern tastes. Current production.","Movement: Rolex Caliber 3235 (automatic, ~70h reserve, Chronergy escapement, COSC + Rolex Superlative spec); Case: 41 mm Oystersteel, 18k white gold fluted bezel; Dial: Sunburst blue (option), white baton hour markers with Chromalight, date at 3 with Cyclops; Bracelet: Oyster or Jubilee in Oystersteel; Water Resistance: 100 m",RLX126334.png
103,GMT-Master II “Fat Lady” ref. 16760,9,35,Price on request,"The first GMT-Master II model, introduced 1983. Nicknamed “Fat Lady” for its thicker case profile (to accommodate the independently adjustable hour hand mechanism) and broader GMT bezel. 40 mm steel case with crown guards. Came with the red/black “Coke” bezel insert and a gloss black dial. This reference debuted the quickset 24-hour hand, allowing the GMT hand to be set separately – a major functional upgrade. Produced until 1988, it paved the way for all modern dual-time Rolexes. A transitional but important reference now appreciated by collectors.","Movement: Rolex Caliber 3085 (automatic GMT, 28,800 vph, 50h reserve); Case: 40 mm stainless steel, thicker case and crown guards, bidirectional 24h bezel with red/black aluminum insert; Dial: Black, tritium lume indices, Mercedes hour hand + red GMT hand, date at 3 with Cyclops; Bracelet: Oyster 78360 steel bracelet; Water Resistance: 100 m",RLX16760.png
104,GMT-Master II “Batman” ref. 116710BLNR,9,35,Price on request,"A hugely popular modern GMT-Master II variant featuring a black and blue Cerachrom ceramic bezel, earning it the “Batman” nickname. Launched in 2013 (BLNR = Bleu/Noir) on a 40 mm stainless steel case with Oyster bracelet, it was the first Rolex to use a two-tone ceramic bezel. It has a glossy black dial with blue GMT hand. Powered by Caliber 3186, it offers the GMT II’s dual time functionality with independent 12h hand. Production initially ran until 2019 (when replaced by a Jubilee-bracelet version). Its unique colorway and novelty status made it highly sought-after.","Movement: Rolex Caliber 3186 (automatic GMT, 50h reserve, Parachrom hairspring, COSC); Case: 40 mm Oystersteel, bidirectional Cerachrom bezel split black/blue, Triplock crown; Dial: Black lacquer, white gold lume indices, date at 3, GMT hand with blue arrow tip; Bracelet: Oyster steel bracelet (solid center links) with Easylink; Water Resistance: 100 m",RLXBatman.png
105,GMT-Master II “Pepsi” 126710BLRO,9,35,Price on request,"The modern revival of the classic red-blue “Pepsi” GMT bezel in a steel GMT-Master II, launched 2018. Reference 126710BLRO pairs the bi-color Cerachrom bezel (red/blue) with a 40 mm stainless steel case and, notably, a Jubilee bracelet – echoing vintage GMTs. It uses the latest Caliber 3285 with 70h power reserve. The watch immediately commanded waiting lists, as it brought back the most iconic GMT color scheme on steel after a decade. A keystone of Rolex’s sports line, blending nostalgia with modern tech. Current production, extremely high demand.","Movement: Rolex Caliber 3285 (automatic GMT, 70h reserve, Chronergy escapement, COSC Superlative); Case: 40 mm Oystersteel, bidirectional red/blue Cerachrom bezel, Triplock crown; Dial: Black, Chromalight lume indices, GMT hand with red arrow, date at 3 (Cyclops lens); Bracelet: Jubilee five-link steel bracelet; Water Resistance: 100 m",RLXBLRO.png
106,Day-Date ref. 6511 “President” (1956),9,36,Price on request,"The inaugural Rolex Day-Date, introduced in 1956. Reference 6511 in 18k gold, 36 mm Oyster case. It was the first wristwatch to display both the date and the day of the week spelled out in full. Usually fitted with the exclusive President bracelet (with semi-circular links). Quickly earned the nickname “President” after being worn by U.S. President Dwight D. Eisenhower and subsequently other world leaders. This model established the Day-Date as Rolex’s flagship dress watch, symbolizing success and status. Early versions had a pie-pan dial and were only made in precious metals.","Movement: Rolex Caliber 1055 (automatic, day and date mechanisms, 18,000 vph); Case: 36 mm 18k yellow gold, fluted bezel, acrylic crystal; Dial: Champagne with pie-pan edge, gilt baton markers, day of week at 12 (in English or other language) and date at 3; Bracelet: 18k yellow gold President bracelet; Water Resistance: 50 m",RLX6511.png
107,Day-Date ref. 1803 (Vintage Pie-Pan),9,36,Price on request,"A classic vintage Day-Date reference produced from 1959–late 1970s. The 1803 in 18k yellow gold (36 mm) featured the hallmark fluted bezel and a pie-pan dial, with day and date displays. It housed the improved Caliber 1556 by the mid-1960s. Worn by numerous presidents and celebrities, the 1803 defined the Day-Date image for decades. Common dial colors included champagne or pie-pan pieced dials; some variants had diamond markers. It represents the enduring mid-century Day-Date aesthetic – elegant, reliable, and prestigious. Vintage pieces remain highly desirable.","Movement: Rolex Caliber 1556 (automatic, 26j, 19,800 vph, day/date, hacking seconds from 1972); Case: 36 mm 18k yellow gold, fluted bezel, acrylic crystal; Dial: Champagne pie-pan, applied gold indices (or diamonds), day window at 12 (bilingual options) and date at 3; Bracelet: 18k gold President bracelet or leather strap; Water Resistance: 50 m (original rating)",RLX1803.png
108,Day-Date 40 (ref. 228238),9,36,Price on request,"The modern Day-Date in 40 mm form, introduced 2015 for the line’s 60th anniversary. Reference 228238 is the 18k yellow gold version with fluted bezel and President bracelet. It features an updated caliber 3255 with 70h power reserve and Superlative Chronometer specs. The Day-Date 40 retains the signature day and date windows but with refined proportions, a slimmer profile, and improved bracelet design (ceramic sleeve links for durability). Often seen with classic sundust or champagne dials. It continues the tradition of the “President” watch for a new era, combining classic appearance with cutting-edge movement performance.","Movement: Rolex Caliber 3255 (automatic, 70h reserve, Chronergy escapement, COSC + internal Superlative certification); Case: 40 mm 18k yellow gold, fluted bezel, sapphire crystal; Dial: Champagne sunray or other variants, deconstructed Romans or stick markers, day at 12, date at 3; Bracelet: Solid 18k yellow gold President bracelet (ceramic inserts in links); Water Resistance: 100 m",RLX228238.png
109,Extra-Plate 5157,10,37,Price on request,"A quintessential Breguet dress watch known for its thin profile and timeless design. The Classique 5157 is an ultra-thin automatic (5.45 mm thick) with a 38 mm case in yellow gold. It features a simple two-hand display with no seconds. The dial is classic Breguet: silvered and hand-guilloché with Roman numerals and blued Breguet hands. With its restrained elegance and coin-edge case band, this model exemplifies Breguet’s heritage of refined simplicity and is often seen as an “heirloom” dress watch. Current production.","Movement: Automatic Breguet Caliber 502.3 (extra-thin, ~45h reserve, offset rotor in 18k gold); Case: 38 mm 18k yellow gold, coin-edge fluted caseband, only ~5.5 mm thick; Dial: Silvered gold, engine-turned guilloché pattern, black Roman numerals, blued Breguet hands; Strap: Brown alligator with pin buckle; Water Resistance: 30 m",BG5157.png
110,Tourbillon Extra-Plat 5367,10,37,Price on request,"A flagship Breguet tourbillon in a very slim package. The Classique 5367 features a tourbillon at 5 o’clock on a pristine enamel dial. 41 mm case in platinum, but only 7.45 mm thick – exceptionally thin for a tourbillon. The dial is grand feu white enamel with Breguet numerals and no power reserve or seconds clutter, highlighting the simplicity. The 60-second tourbillon doubles as the seconds display. Introduced 2018, it showcases Breguet’s invention (the tourbillon, patented 1801) in a pure, elegant form with modern technology (silicon escape).","Movement: Automatic Breguet Caliber 581 (extra-thin tourbillon, 80h reserve, peripheral rotor, silicon escapement); Case: 41 mm platinum, 7.45 mm thick; Dial: Grand feu enamel, printed Breguet numerals, offset tourbillon at 5 o’clock (acting as seconds indicator); Strap: Blue alligator with folding clasp; Water Resistance: 30 m",BG5367.png
111,Classique 7137 Moon & Power Reserve,10,37,Price on request,"A Classique model incorporating complications of a moonphase, power reserve, and date in a design inspired by Breguet’s historic pocket watch No.5. 39 mm case in rose gold. The dial is richly guilloché: different engine-turn patterns segment the display (checkered power reserve indicator at 10:30, radial date at 6, and moonphase at 2). Blued Breguet hands and Roman numerals complete the regal look. This watch epitomizes Breguet’s blend of technical function and artistic dial craft. Current collection.","Movement: Automatic Breguet Caliber 502.3 DR1 (with moonphase and power reserve module, ~45h); Case: 39 mm 18k rose gold, fluted caseband; Dial: Silvered guilloché (hand-engraved on gold) with separate engine-turned textures for each subdial, moonphase and age of moon at 2, power reserve arc at 10:30, date subdial at 6; Strap: Brown alligator; Water Resistance: 30 m",BG7137.png
112,Big Date 5817,10,38,Price on request,"A notable model from Breguet’s Marine collection (contemporary sport-elegant watches). The Marine 5817, introduced in the mid-2000s, is a 39 mm stainless steel automatic with a big date display at 6. It blends Breguet’s classic flair (guilloché dial center, Roman numerals) with sporty elements like luminescent hands and 100 m water resistance. It features a solid, anti-magnetic construction and an oscillating weight shaped like a ship’s wheel. Often paired with a rubber strap, it signaled Breguet’s push into modern casual luxury while retaining brand DNA. No longer in production (replaced by later Marine iterations).","Movement: Automatic Breguet Caliber 517GG (big date, 65h reserve, silicon escapement); Case: 39 mm stainless steel, coined case flanks, screw-down crown; Dial: Silvered with wave guilloché pattern center, black Roman numerals with luminescent dots, big date at 6, blued Breguet hands with lume tips; Strap: Black rubber strap or bracelet; Water Resistance: 100 m",BG5817.png
113,Chronograph 5527,10,38,Price on request,"A current-generation Marine collection chronograph, introduced 2018. 42.3 mm case in titanium (for the most sporty variant) making it light and corrosion-resistant. It’s an automatic flyback chronograph with a cleanly laid out dial: 3 subdials (running seconds, 12h and 30min counters) and date between 4–5. The dial is sunburst (blue or slate gray) with applied Roman numerals and lumed Breguet-style hands. The design balances Breguet’s elegance with a modern nautical feel (wave-motif rotor, 100 m water resistance). A sportier, utilitarian side of Breguet for everyday wear. Current production.","Movement: Automatic Breguet Caliber 582QA (flyback chronograph, 48h reserve); Case: 42.3 mm titanium (or gold variants), ribbed caseband, screw-locked crown and pushers; Dial: Sunburst blue, applied Roman numerals with luminescence, 3 subdials (chronograph hours at 6, minutes at 3, running seconds at 9), date aperture between 4 and 5; Strap: Navy blue rubber strap (titanium deployant buckle); Water Resistance: 100 m",BG5527.png
114,Équation Marchante 5887,10,38,Price on request,"Breguet’s grand complication in the Marine line, launched 2017. This 43.9 mm platinum masterpiece combines a tourbillon, perpetual calendar, and an équation marchante (running equation of time) complication. The dial (in slate gray) presents an off-center time display, retrograde date, day/month/year apertures, and a cam-wheeled solar hand for true solar time, all while the 60-second tourbillon rotates at 5 o’clock. Despite complexity, it maintains 100 m water resistance, bridging haute horlogerie and sporty design. The movement’s bridge is engraved with a depiction of a ship. Limited production due to its complexity.","Movement: Automatic Breguet Caliber 581DPE (tourbillon, perpetual calendar, running equation of time, 80h reserve, peripheral rotor); Case: 43.9 mm platinum (also in rose gold), fluted caseband, display back; Dial: Slate gray, Roman numerals, blued hands; Functions: day and month windows at 10 & 2, retrograde date arc at 9–3, equation of time “sun” hand indicating ±15 min from mean time, tourbillon at 5 o’clock (also seconds); Strap: Black alligator leather; Water Resistance: 100 m",BG5887.png
115,Tradition 7027 (Skeleton Dial),10,39,Price on request,"The original model from Breguet’s Tradition series (launched 2005), which draws inspiration from Breguet’s 18th-century souscription watches. The Tradition 7027 is a 37 mm open-dial watch in rose gold that showcases the movement architecture front and center: main gear train, barrel, and balance are exposed on top of the baseplate. It features an offset black dial at 12 o’clock for time and a power reserve indicator at 10. Manually wound with a 50h reserve. This watch introduced the concept of displaying the “bare” movement on the dial side, influencing many later designs. A seminal piece in modern Breguet history.","Movement: Manual Breguet Caliber 507DR (open dial architecture, 50h reserve); Case: 37 mm 18k rose gold, coin-edge fluting; Dial: Anthracite black off-center dial at 12 with Roman numerals, exposed movement plates in frosted finish, power reserve indicator at 10, visible balance at 4; Strap: Brown alligator leather; Water Resistance: 30 m",BG7027.png
116,Tradition 7047 Tourbillon Fusée,10,39,Price on request,"A highlight of the Tradition line, incorporating a tourbillon with a fusée-and-chain constant force mechanism – a tribute to Breguet’s historical inventions. 41 mm case in platinum. The dial-side features a one-minute tourbillon at 1 o’clock and a cone-shaped fusée mechanism linked by a tiny chain delivering constant torque. There is a small off-center time dial at 7. Introduced 2010 (Tradition 7047), this watch combines a spectacular heritage complication with the raw visual style of the Tradition series. It underlines Breguet’s technical artistry and attention to isochronism.","Movement: Manual Breguet Caliber 569 (tourbillon with fusée-chain transmission, silicon Breguet spring, ~50h reserve); Case: 41 mm platinum, fluted caseband; Dial: Open architecture, black off-center time dial at 7 with Roman numerals, tourbillon at 1 (60s tourbillon acting as seconds), fusée chain wrapping from center to 4 o’clock; Strap: Black alligator; Water Resistance: 30 m",BG7047.png
117,Tradition 7097 Automatic “Seconde Rétrograde”,10,39,Price on request,"A self-winding Tradition model (introduced ~2015) featuring retrograde seconds. 40 mm white gold case. The movement layout is displayed dial-side: a central barrel, a subdial at 12 for hours/minutes, and an exposed balance at 4. Between 7–8 o’clock, a retrograde seconds hand sweeps a 0–60 arc every minute and then snaps back to zero. The watch has a silicon lever and Breguet overcoil for modern performance. The rotor is peripheral (clear view of movement). This piece melds classical inspiration (based on an 1790s “subscription” caliber) with contemporary complications.","Movement: Automatic Breguet Caliber 505SR1 (peripheral rotor, retrograde seconds, 50h reserve); Case: 40 mm 18k white gold; Dial: Open dial with silvered guilloché time subdial at 12, exposed movement with center barrel and visible balance at 4, retrograde seconds hand over a 180° sector between 6 and 9; Strap: Black alligator; Water Resistance: 30 m",BG7097.png
118,ref. 8928 Mini,10,40,Price on request,A modern Reine de Naples model echoing the historic first wristwatch made by Breguet for Napoleon’s sister Caroline Murat in 1810. The ref. 8928 is a petite ladies’ watch with the collection’s signature oval egg-shaped case (approximately 33 × 25 mm) in 18k rose gold. It features a natural white mother-of-pearl dial with an off-center chapter ring at 6 o’clock and small seconds. The bezel is set with diamonds. Fitted with an automatic movement despite its small size. This elegant jeweled watch exemplifies Breguet’s marriage of watchmaking and haute joaillerie for women.,"Movement: Automatic Breguet Caliber 586/1 (small self-winding movement, ~38h reserve); Case: ~33 × 25 mm 18k rose gold oval, bezel and lug set with diamonds; Dial: White mother-of-pearl, black Breguet numerals on off-center dial at 6, blued Breguet hands; Strap: Satin or alligator strap with gold deployant clasp; Water Resistance: 30 m",BG8928.png
119,Reine de Naples 8908 Moonphase,10,40,Price on request,"A complicated Reine de Naples model featuring a moonphase and power reserve. The 8908, often in white gold (~ 36.5 × 28.5 mm oval case), displays Breguet’s lavish ladies’ design with a full mother-of-pearl dial and brilliant-cut diamond bezel. The time is indicated on an off-center subdial at 12 with classic Breguet numerals. Below, a moonphase aperture and a small seconds hand share a subdial at 6, and a power reserve indicator arcs between 9 and 11. With an automatic movement tailored for women, it’s a blend of femininity and mechanical sophistication. Part of the regular collection since early 2000s.","Movement: Automatic Breguet Caliber 537DRL1 (moonphase, power reserve, ~45h); Case: ~36.5 × 28.45 mm 18k white gold, bezel set with ~128 diamonds (~0.77ct); Dial: Natural mother-of-pearl, off-center silvered subdial at top (Roman numerals, blued hands), moonphase display and seconds at bottom, 45h power reserve arc on left; Strap: White alligator leather; Water Resistance: 30 m",BG8908.png
120,“Day/Night” 8998,10,40,Price on request,"A whimsical high-complication Reine de Naples known as the Day/Night Indicator. The 40 mm × 32 mm white gold oval case has a bezel set with diamonds. Its dial is a canvas of fine art: the top half features a rotating disk with the sun and moon (in titanium and gold, respectively) against a lapis sky, indicating day/night as it turns once in 24 hours. The lower half has a mother-of-pearl chapter ring for hours and minutes. The balance wheel is exposed at 7 o’clock as a “seconds” display. Introduced 2016, it showcases Breguet’s creative display techniques for women. Limited production.","Movement: Automatic Breguet Caliber RJN (24h day/night rotating disk, moonphase, peripheral rotor); Case: ~40 × 32 mm 18k white gold, bezel and dial flange set with diamonds (~143 stones); Dial: Upper dial – aventurine glass sky with hand-engraved titanium moon and gold sun on rotating disc (indicator of day vs night), lower dial – mother-of-pearl hours/minutes subdial at 6 with Breguet numerals, exposed escapement at 7; Strap: Blue alligator; Water Resistance: 30 m",BG8998.png
121,(1953 Original),11,40,Price on request,"The watch that defined the modern dive watch, predating the Submariner. The original Blancpain Fifty Fathoms was developed in 1953 for the French Navy’s combat divers. 41 mm steel case (large for the time) with a pioneering unidirectional rotating timing bezel and double-sealed crown; water resistant to 50 fathoms (~91 m) – a record then. Black dial with bold luminous markers for legibility underwater. Automatic movement with anti-magnetic protection. Famously worn by early divers like Cousteau’s team. This legendary model established key dive watch standards and remains a coveted vintage piece","Movement: Automatic Blancpain Caliber AS 1361 (with moisture indicator in early versions, 18k rotor, no-date); Case: ~41 mm stainless steel, acrylic crystal, screw-down caseback, bi-directional coin-edge bezel with Bakelite insert (minutes scale); Dial: Black, radium-painted geometric markers and hands (triangle at 12), no date; Strap: Tropic rubber or nylon strap; Water Resistance: ~91 m (first rated 50 fathoms)",BPFF1953.png
122,Automatique 5015,11,41,Price on request,"The modern Fifty Fathoms re-introduced in 2007, channeling the classic’s spirit with contemporary specs. 45 mm stainless steel case, black sapphire-covered unidirectional bezel, and 300 m water resistance. Black dial with large luminous Arabic numerals at 12-3-6-9. Houses Blancpain’s in-house Caliber 1315, a robust 5-day automatic movement. Comes on a sailcloth canvas strap. This watch revived Blancpain’s dive watch lineage and set the template for current Fifty Fathoms models, blending vintage aesthetics with modern size and technology. It remains the flagship diver in Blancpain’s lineup.","Movement: Automatic Blancpain Caliber 1315 (3 barrels, 120h reserve, no date or with date variants); Case: 45 mm stainless steel, sapphire-capped unidirectional bezel, screw-down crown; Dial: Black, Super-LumiNova Arabic numerals and indices, date at 4:30 (on some versions); Strap: Black sailcloth canvas with tang buckle; Water Resistance: 300 m",BP5015.png
